,0,1,target
0,-2.473300324493267,0.5696201364769847,0
1,-1.2837764871918356,0.5769736525797743,1
2,1.4283016352348592,0.6296493991659523,1
3,2.071398878999819,1.3895878966680062,1
4,1.247004846427549,1.1236254909915355,1
5,1.228723455209452,1.6367210262575838,1
6,3.0921671072318837,1.2201390924847548,1
7,1.7218279213286074,0.3570042013023355,1
8,0.9653206959610666,1.0220745162175153,1
9,1.4363611450849831,0.9766898416578478,1
10,2.0333555816711666,0.8150255486061257,1
11,-1.0822248436811903,0.30578857666628945,1
12,3.0881296407296714,0.6108539296475668,1
13,0.9430494142440297,1.576421012126743,1
14,1.4626164620997586,1.1594322791280154,1
15,1.3621202093578448,0.7222779974454419,1
16,0.07906483242408502,0.6649960420985576,1
17,1.1799284706913762,1.0570005405872889,1
18,1.7108457291383148,1.1329851703359293,1
19,-0.6423680548691522,-0.8625887213123284,1
20,1.059430887998508,0.3528221698047429,1
21,1.6249599002367203,0.9929902856749255,1
22,-1.655427143137359,1.1689232451676432,0
23,0.4540194188854044,1.2325489612907763,1
24,-0.26579023617647546,-0.28466814183419187,1
25,0.10584713392282485,-0.023227825674849933,1
26,-0.08594154884463645,0.5140696963738351,1
27,0.9004495670735861,0.9209776983684946,1
28,-0.19858907297099482,-0.42761306278275146,1
29,1.0017871253079682,0.8099423878760239,1
30,2.8824409820234678,0.9414300150028768,1
31,0.8688677045678086,0.6580133540231224,1
32,-0.42522231419275647,0.40744130056858513,1
33,0.397199975367069,0.047140208355978985,1
34,2.186995603767146,1.462654432729149,1
35,-0.27897238474139097,0.33363663704142477,1
36,-0.34605121907745673,0.8989230586883703,1
37,2.0816943296224997,0.8805838525002938,1
38,1.7049377855805399,0.49403328389031675,1
39,-0.5037544860733671,0.7246705858795601,1
40,1.548740624721706,0.8170812553076999,1
41,1.8942763055458112,1.602593052086453,1
42,0.8422372235606747,0.6511695282917964,1
43,1.814578633231269,0.5277540728959645,1
44,1.5044662094742505,1.2422742171973162,1
